golf_course_name,number_of_holes,country_name,state_name,city_name,latitude,longitude,hole_index_1,hole_index_2,hole_index_3,hole_index_4,hole_index_5,hole_index_6,hole_index_7,hole_index_8,hole_index_9,hole_index_10,hole_index_11,hole_index_12,hole_index_13,hole_index_14,hole_index_15,hole_index_16,hole_index_17,hole_index_18,par_value_1,par_value_2,par_value_3,par_value_4,par_value_5,par_value_6,par_value_7,par_value_8,par_value_9,par_value_10,par_value_11,par_value_12,par_value_13,par_value_14,par_value_15,par_value_16,par_value_17,par_value_18,tee_value1,tee_value2,tee_value3,tee_value4,tee_value5,tee_value6,tee_value7,tee_value8,tee_value9,tee_value10,tee_value11,tee_value12,tee_value13,tee_value14,tee_value15,tee_value16,tee_value17,tee_value18
Bear's Best,18,United States of America,Nevada,Las Vegas,,,11,5,3,9,1,15,13,17,7,6,18,10,16,4,8,14,12,2,4,5,4,3,4,4,3,5,4,4,4,5,3,4,3,4,5,4,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White,Yellow|Blue|White
Canyon Gate Country Club,18,United States of America,Nevada,Las Vegas,,,5,11,15,1,17,9,3,13,7,8,6,2,14,16,12,18,10,4,5,4,4,3,4,3,5,4,4,5,4,3,4,4,4,5,3,4,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue,Yellow|Blue
Desert Pines Golf Club,18,United States of America,Nevada,Las Vegas,,,17,5,15,13,3,9,7,11,1,14,16,6,12,18,10,8,4,2,4,3,5,4,4,4,5,3,4,4,3,4,5,4,4,3,4,4,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue,White|Yellow|Blue
Desert Rose Golf Course,18,United States of America,Nevada,Las Vegas,,,6,4,10,2,14,8,12,16,18,11,3,17,5,1,13,15,9,7,4,4,3,5,3,5,4,4,3,4,5,3,5,4,3,4,4,4,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red,Green|Black|Red
Durango Hills Golf Club,18,United States of America,Nevada,Las Vegas,,,5,3,15,17,13,11,1,7,9,10,2,4,14,8,18,12,6,16,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Highland Falls Golf Club at Sun City,18,United States of America,Nevada,Las Vegas,,,9,17,13,1,5,3,7,15,11,18,2,6,16,8,10,4,14,12,5,4,3,4,4,4,5,3,4,4,5,4,4,3,4,5,3,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
Las Vegas Contry Club,18,United States of America,Nevada,Las Vegas,,,3,9,13,15,1,5,17,7,11,12,6,18,2,16,4,8,14,10,4,4,3,4,4,5,3,4,5,5,4,4,4,3,4,4,3,5,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red
Las Vegas Golf Club,18,United States of America,Nevada,Las Vegas,,,11,9,17,3,13,7,5,1,15,4,16,18,14,2,12,6,8,10,4,5,3,4,4,3,4,4,5,4,4,3,5,4,5,4,3,4,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White
Las Vegas National Golf Course,18,United States of America,Nevada,Las Vegas,,,9,3,15,11,13,1,7,17,5,6,18,2,12,14,4,16,10,8,5,4,3,5,4,4,4,3,4,4,3,4,4,3,5,3,4,5,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Las Vegas Paiute Golf Club Snow Mountain,18,United States of America,Nevada,Las Vegas,,,11,9,3,13,1,5,15,17,7,8,2,12,16,18,4,14,10,6,4,4,5,3,4,5,4,3,4,4,5,4,4,3,4,3,5,4,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red,Blue|Black|White|Red
Las Vegas Paiute Golf Club Wolf,18,United States of America,Nevada,Las Vegas,,,7,17,3,11,9,15,1,13,5,6,18,10,12,2,16,14,4,8,4,4,5,3,4,5,4,3,4,5,4,3,5,4,3,4,4,4,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red,Blue|Black|Yellow|Red
Los Prados Golf Course,18,United States of America,Nevada,Las Vegas,,,5,11,3,1,9,15,7,13,17,4,12,10,2,8,14,16,6,18,4,3,5,5,3,4,4,4,4,4,4,3,4,5,3,3,4,4,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold,Blue|White|Gold
Painted Desert Golf Club,18,United States of America,Nevada,Las Vegas,,,7,5,9,3,15,11,17,13,1,8,10,2,12,14,6,18,16,4,4,4,5,3,4,5,4,3,4,4,3,4,5,4,4,3,5,4,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White,Gold|Black|White
Paiute Golf Resort,18,United States of America,Nevada,Las Vegas,,,11,9,3,13,1,5,15,17,7,8,2,12,16,18,4,14,10,6,4,4,5,3,4,5,4,3,4,4,5,4,4,3,4,3,5,4,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White,Black|Yellow|White
Paiute Golf Resort Sun Mountain,18,United States of America,Nevada,Las Vegas,,,5,15,7,11,13,1,9,17,3,14,8,4,2,16,12,10,18,6,4,4,5,3,4,4,5,3,4,4,5,4,4,3,4,5,3,4,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red
Paiute Golf Resort The Wolf,18,United States of America,Nevada,Las Vegas,,,7,17,3,11,9,15,1,13,5,6,18,10,12,2,16,14,4,8,4,4,5,3,4,5,4,3,4,5,4,3,5,4,3,4,4,4,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White,Gold|Black|Yellow|White
Palm Valley,18,United States of America,Nevada,Las Vegas,,,7,9,17,3,1,5,11,13,15,12,14,16,18,10,4,6,2,8,5,4,3,4,4,4,3,5,4,4,5,3,4,4,4,3,4,5,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red
Red Rock Country Club Arroyo,18,United States of America,Nevada,Las Vegas,,,7,3,15,1,11,5,17,9,13,4,10,18,6,16,14,2,12,8,5,4,3,4,5,4,3,4,4,4,5,3,4,3,4,5,4,4,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White,Yellow|Red|Blue|White
Red Rock Country Club Red Rock,18,United States of America,Nevada,Las Vegas,,,11,7,15,13,1,9,17,3,5,10,2,18,14,12,16,8,4,6,4,5,3,4,5,4,3,4,5,4,4,3,4,4,3,4,4,5,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red
Rhodes Ranch Country Club,18,United States of America,Nevada,Las Vegas,,,7,5,3,9,15,1,11,17,13,6,10,14,12,18,16,2,4,8,4,4,3,4,5,4,3,4,5,4,4,5,4,3,5,3,4,4,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold ,Black|Blue|White|Gold 
Royal Links Golf Club,18,United States of America,Nevada,Las Vegas,,,13,9,17,1,11,7,3,15,5,6,18,2,14,16,8,4,12,10,4,4,3,5,4,4,4,3,5,5,4,4,4,3,5,4,3,5,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green,Black|Gold|Red|Green
Siena Golf Club,18,United States of America,Nevada,Las Vegas,,,11,15,5,1,17,9,13,3,7,2,12,8,10,16,4,14,18,6,4,4,5,4,3,4,3,5,4,4,4,5,4,3,5,4,3,4,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green,Gold|Black|Blue|White|Green
Silverstone Golf Club Desert/Mountain,18,United States of America,Nevada,Las Vegas,,,7,17,11,9,1,13,15,5,3,16,8,2,10,14,12,4,18,6,5,4,3,4,5,4,3,4,4,4,4,5,4,4,3,4,3,5,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue,Silver|Black|White|Red|Blue
Silverstone Golf Club Mountain/Valley,18,United States of America,Nevada,Las Vegas,,,15,7,1,9,13,11,3,17,5,4,12,10,16,2,14,18,6,8,4,4,5,4,4,3,4,3,5,5,3,4,4,5,4,3,4,4,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red
Silverstone Golf Club Valley/Desert,18,United States of America,Nevada,Las Vegas,,,3,11,9,15,1,13,17,5,7,8,18,12,6,2,14,16,10,4,5,3,4,4,5,4,3,4,4,5,4,3,4,5,4,3,4,4,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red,Silver|Black|Blue|Red
Spanish Trail Country Club Sunrise/Canyon,18,United States of America,Nevada,Las Vegas,,,8,16,9,1,12,5,17,13,4,3,18,14,7,2,11,15,10,6,4,3,5,4,3,4,5,4,4,4,3,4,4,4,5,3,5,4,Black|White|Blue|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Spanish Trail Country Club  Stallion Mountain,18,United States of America,Nevada,Las Vegas,,,9,1,7,17,11,13,3,5,15,14,6,2,12,18,16,4,8,10,4,4,4,3,5,3,4,3,5,4,4,4,5,4,4,4,3,5,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red,Black|White|Blue|Red
TPC at Summerlin,18,United States of America,Nevada,Las Vegas,,,13,1,3,11,5,9,15,7,17,12,2,6,16,18,10,14,8,4,4,4,5,4,3,4,4,3,5,4,4,4,5,3,4,5,3,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
TPC Las Vegas,18,United States of America,Nevada,Las Vegas,,,15,7,1,13,17,11,9,3,5,14,4,10,2,8,6,18,16,12,4,3,4,5,4,5,3,4,4,4,4,3,4,4,5,3,4,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
WYNN Las Vegas,18,United States of America,Nevada,Las Vegas,,,13,11,3,5,17,15,9,1,7,8,14,16,6,18,10,12,2,4,4,3,4,4,4,3,5,4,3,5,3,5,4,4,3,4,4,4,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White,Blue|Black|White
Coral Canyon Golf Course,18,United States of Americaÿ,Washington,Washington,,,8,4,10,12,14,18,2,16,6,13,17,5,9,3,1,15,11,7,5,5,3,4,4,3,4,4,4,4,3,4,3,5,4,5,3,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
East Potomac Park Golf Club,18,United States of Americaÿ,Washington,Washington,,,7,3,1,13,17,5,15,9,11,16,14,10,8,4,18,2,6,12,4,4,5,3,4,5,4,3,4,4,3,5,4,4,3,4,5,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
Franklin County Country Club,18,United States of Americaÿ,Washington,Washington,,,4,16,18,12,8,2,14,6,10,11,15,3,1,17,7,13,5,9,4,4,3,5,3,5,3,4,4,5,3,4,4,3,5,4,4,4,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold,Black|Blue|White|Gold
Glacier Golf Club,18,United States of Americaÿ,Washington,Washington,,,1,13,15,11,3,17,9,5,7,14,2,12,18,4,6,16,10,8,5,4,3,4,5,3,4,4,4,4,5,4,3,5,4,3,4,4,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red,Gold|Black|Blue|White|Red
Green Spring Golf Course,18,United States of Americaÿ,Washington,Washington,,,11,17,5,9,15,1,7,3,13,12,2,14,6,10,18,4,16,8,4,3,4,5,3,4,5,4,4,4,4,4,4,4,3,5,3,5,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
Hawk Pointe Golf Course,18,United States of Americaÿ,Washington,Washington,,,1,5,11,15,7,13,3,9,17,4,8,10,18,14,2,16,12,6,5,4,4,3,4,4,5,4,3,5,4,4,3,4,5,3,4,4,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White,Green|Blue|White
Hawk Pointe Golf Course - Hawk Pointe,18,United States of Americaÿ,Washington,Washington,,,5,3,11,15,7,13,1,9,17,6,8,10,18,12,2,16,14,4,5,4,4,3,4,4,5,4,3,5,4,4,3,4,5,3,4,4,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red,Green|Gold|Blue|White|Red
Harbor Links Golf Club,18,United States of Americaÿ,Washington,Washington,,,1,7,17,11,15,3,9,13,5,8,14,18,4,10,12,2,16,6,5,4,3,4,4,5,4,3,4,4,4,3,5,4,4,5,3,4,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red,Green|White|Gold|Red
Langston Legacy Golf Club and Driving Range,18,United States of Americaÿ,Washington,Washington,,,10,9,11,6,17,12,18,8,5,6,14,3,11,15,7,2,13,4,5,4,5,3,4,4,4,3,4,5,4,4,3,4,3,5,4,4,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Lone Pine Country Club,18,United States of Americaÿ,Washington,Washington,,,13,15,9,5,1,11,7,3,17,14,12,16,6,18,2,8,10,4,4,3,4,4,5,4,4,5,3,4,4,3,5,3,4,5,4,4,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red,Blue|White|Gold|Red
Manufacturers Golf & Country Club,18,United States of Americaÿ,Washington,Washington,,,12,10,2,16,6,14,4,18,8,9,15,5,17,11,1,3,13,7,4,4,4,3,4,3,5,3,5,4,3,5,3,4,5,4,4,4,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green,Black|Blue|White|Green
